Distance(Rp) He1_fraction He3_fraction He_ion_fraction He1(atomos/cm^3) He3(atomos/cm^3) He+_ion(atomos/cm^3)
2.7600000000000002 0.3239973148142 1.108133546712e-06 0.6760015770522533 877854.463337997 3.002432228531109 1831592.3450759314
2.7800000000000002 0.3203414435597 1.092164449711e-06 0.6796574642758503 844157.8952299111 2.878051721525542 1791020.8811726114
2.8000000000000003 0.3167529154788 1.076373623637e-06 0.6832460081475763 812083.0157056212 2.7595791406934196 1751688.6243228498
2.82 0.3132301220572 1.060766603261e-06 0.6867688171761968 781536.6880812381 2.64670591862297 1713548.5671947575
2.84 0.3097714908176 1.045348187786e-06 0.6902274638342122 752431.9368903682 2.5391405761216275 1676555.7932298768
2.86 0.3063754854933 1.030122493137e-06 0.6936234843842068 724687.4904428695 2.4366077566494133 1640667.370632766
2.88 0.3030406060526 1.015093001521e-06 0.6969583788543984 698227.3607579954 2.3388473135936647 1605842.2525105772
2.9 0.2997653885927 1.000262608337e-06 0.7002336111446916 672980.4575603578 2.2456134479013836 1572041.182738373
2.92 0.2965484051211 9.856336664797e-07 0.7034506092452335 648880.2333445181 2.156673893546612 1539226.6071604406
2.94 0.2933882632427 9.712080281142e-07 0.7066107655492718 625864.3568000044 2.0718091484520844 1507362.5897659606
2.96 0.2902836057639 9.569870840075e-07 0.709715437249016 603874.4121314941 1.990811748571473 1476414.733520905
2.98 0.2872331102292 9.429718004983e-07 0.7127659467989994 582855.6220492927 1.9134855828974844 1446350.1055486966
3.0 0.2842354883995 9.291627542018e-07 0.7157635824377458 562756.592402112 1.839645247276891 1417137.1663908754
3.02 0.2812894856821 9.155601645424e-07 0.7187095987577354 543529.0766131531 1.7691154349790341 1388745.7030913837
3.04 0.2783938805225 9.021639242131e-07 0.7216052173135757 525127.7582516207 1.701730362062399 1361146.7658676705
3.06 0.2755474837632 8.88973627657e-07 0.7244516272631724 507510.0502154041 1.6373332256595543 1334312.608156237
3.08 0.2727491379787 8.759885976702e-07 0.7272499860327024 490635.9091468312 1.575775693390974 1308216.6298250237
3.1 0.2699977167905 8.632079102196e-07 0.7300014200015897 474467.6638189074 1.5169174221931996 1282833.3233698895
3.12 0.2672921241683 8.506304175719e-07 0.7327070252012825 458969.85634702543 1.4606256049338808 1258138.2229180248
3.14 0.2646312937217 8.382547698248e-07 0.7353678680235302 444109.09518025967 1.4067745432591736 1234107.8558759524
3.16 0.2620141879861 8.260794349291e-07 0.737984985934465 429853.91891825345 1.3552452451959884 1210719.6970707208
3.18 0.2594397977063 8.141027172896e-07 0.7405593881909828 416174.67008323275 1.3059250461080485 1187952.1252414964
3.2 0.2569071411206 8.023227750273e-07 0.743092056556625 403043.3780522753 1.2587072516737814 1165784.3817498283
3.22 0.2544152632483 7.907376359819e-07 0.745583946014064 390433.65042351885 1.2134908016205266 1144196.5313823912
3.24 0.2519632351821 7.793452125338e-07 0.7480359854726875 378320.57215141354 1.1701799530243466 1123169.4251319817
3.2600000000000002 0.2495501533878 7.681433153154e-07 0.7504490784688848 366680.6118435848 1.1286839820358952 1102684.6648449218
3.2800000000000002 0.2471751390131 7.571296658852e-07 0.7528241038572341 355491.5346638243 1.0889169029688437 1082724.5696337717
3.3000000000000003 0.2448373372057 7.463019084276e-07 0.7551619164923916 344732.321329167 1.050797203730757 1063272.1439585404
3.3200000000000003 0.2425359164432 7.356576205434e-07 0.7574633478991795 334383.0927365694 1.0142475966446685 1044311.047285405
3.34 0.2402700678744 7.251943231903e-07 0.7597292069312769 324425.03978849936 0.979194783756393 1025825.5652385644
3.36 0.2380390046744 7.149094898292e-07 0.7619602804161102 314840.3580267015 0.9455692357745706 1007800.582162885
3.38 0.2358419614118 7.048005548303e-07 0.7641573337876452 305612.1867101238 0.913304983840842 990221.5550253458
3.4 0.2336781934309 6.948649211883e-07 0.7663211117041788 296724.5520085558 0.8823394233704072 973074.4885802121
3.42 0.2315469762471 6.850999675958e-07 0.7684523386529324 288162.31400445424 0.8526131292515851 956345.9117343448
3.44 0.2294476049578 6.755030549165e-07 0.770551719539145 279911.1172252141 0.8240696817275491 940022.8550464968
3.46 0.2273793936671 6.660715321037e-07 0.7726199402613678 271957.34444557806 0.7966555023316072 924092.8293036671
3.48 0.2253416749251 6.568027415995e-07 0.7746576682721583 264288.0735235127 0.7703196992744032 908543.8051168964
3.5 0.2233337991831 6.476940242554e-07 0.7766655531228757 256891.03705245518 0.7450139217272513 893364.1934827752
3.52 0.2213551342615 6.387427238052e-07 0.7786442269957762 249754.58462422353 0.7206922224684061 878542.8272634542
3.54 0.2194050648343 6.299461909255e-07 0.7805943052195091 242867.64752156264 0.6973109283998971 864068.9435340385
3.56 0.2174829919266 6.213017869119e-07 0.7825163867716131 236219.70566446334 0.6748285184648671 849932.166756262
3.58 0.2155883324269 6.128068870006e-07 0.784411054766213 229800.75665422846 0.6532055085282014 836122.4927343307
3.6 0.2137205186137 6.04458883361e-07 0.7862788769274166 223601.28676843023 0.6324043428063445 822630.2733131048
3.62 0.2118789976955 5.962551877766e-07 0.7881204060493122 217612.24377100356 0.6123892914513384 809446.2017824985
3.64 0.2100632313644 5.88193234061e-07 0.789936180442366 211825.0114126239 0.5931263539484652 796561.2989508943
3.66 0.2082726953635 5.802704802149e-07 0.7917267243660198 206231.38550634496 0.5745831679677933 783966.8998542145
3.68 0.2065068790672 5.724844103241e-07 0.7934925484483897 200823.5514708015 0.5567289233282208 771654.6410696927
3.7 0.2047652850735 5.64832536304e-07 0.7952341500939637 195594.0632411137 0.5395342808563836 759616.4486042652
3.72 0.2030474288103 5.573123992168e-07 0.7969520138773007 190535.82345778466 0.5229712955745639 747844.5263264941
3.74 0.2013528381521 5.499215707274e-07 0.7986466119263292 185642.064845609 0.5070133444846625 736331.3449197947
3.7600000000000002 0.1996810530502 5.426576541772e-07 0.8003184042921458 180906.33270643422 0.49163505817246256 725069.631326308
3.7800000000000002 0.1980316251732 5.355182855485e-07 0.8019678393085146 176322.46845013884 0.4768122562520707 714052.3586615407
3.8000000000000003 0.1964041175593 5.285011342845e-07 0.8035953539395657 171884.59409726752 0.46252188638056024 703272.7365741108
3.8200000000000003 0.1947981042798 5.216039039747e-07 0.8052013741162961 167587.09768993044 0.44874196663279203 692724.2020295522
3.84 0.1932131701127 5.148243329187e-07 0.806786315062967 163424.61955170578 0.4354515310427538 682400.4104988367
3.86 0.1916489102267 5.081601945772e-07 0.8083505816131054 159392.03934237332 0.4226305781257341 672295.2275308903
3.88 0.1901049298754 5.016092979215e-07 0.8098945685153021 155484.4638568087 0.4102600222100134 662402.7206905078
3.9 0.1885808441014 4.951694876885e-07 0.8114186607291124 151697.21552109474 0.39832164741484904 652717.1518453737
3.92 0.1870762774495 4.888386445511e-07 0.8129232337118554 148025.82154108753 0.386798064122489 643232.9697843071
3.94 0.1855908636888 4.826146852105e-07 0.8144086536965148 144466.0036629084 0.3756726678006241 633944.8031521024
3.96 0.1841242455443 4.764955624185e-07 0.8158752779601376 141013.66850790553 0.36492960004120684 624847.4536852094
3.98 0.1826760744369 4.704792649355e-07 0.8173234550838351 137664.89844578173 0.35455371168797467 615935.8897343568
4.0 0.1812460102311 4.6456381743e-07 0.8187535252050826 134415.94297245343 0.3445305279333605 607205.2400609341
4.0200000000000005 0.1798337209916 4.587472803271e-07 0.8201658202611197 131263.21056305847 0.3348462152747162 598650.7878941547
4.04 0.1784388827472 4.530277496082e-07 0.8215606642250504 128203.26096992657 0.32548755022144965 590267.9652365348
4.0600000000000005 0.1770611792623 4.474033565695e-07 0.8229383733343434 125232.79793932279 0.3164418896569093 582052.3474071211
4.08 0.1757003018156 4.418722675419e-07 0.8242992563121324 122348.66232145687 0.3076971427598327 573999.6478105464
4.1 0.1743559489864 4.364326835771e-07 0.8256436145809165 119547.82555091246 0.299241744398761 566105.7129220365
4.12 0.1730278264467 4.310828401034e-07 0.8269717424704599 116827.38347425115 0.2910646299162924 558366.5174787769
4.14 0.1717156467609 4.25821006555e-07 0.8282839274180934 114184.55050582168 0.28315521122615944 550778.159867532
4.16 0.1704191291912 4.206454859771e-07 0.8295804501633139 111616.65409123494 0.2755033541491058 543336.8577000741
4.18 0.1691379995098 4.155546146113e-07 0.8308615849355854 109121.12946162089 0.26809935692036063 536038.9435680321
4.2 0.1678719898162 4.105467614618e-07 0.8321275996370385 106695.51466063112 0.26093392980199837 528880.8609691095
4.22 0.1666208383611 4.056203278472e-07 0.8333787560185721 104337.44582963522 0.2539981757410041 521859.1603963318
4.24 0.1653842893756 4.007737469382e-07 0.834615309850653 102044.65273567157 0.24728357201452686 514970.49558414763
4.26 0.164162092905 3.960054832845e-07 0.8358375110895166 99814.95452783027 0.2407819528086067 508211.61990384123
4.28 0.1629540046495 3.913140323323e-07 0.8370456040364678 97646.25571081962 0.23448549267959923 501579.3829011197
4.3 0.1617597858081 3.866979199344e-07 0.8382398274939801 95536.5423211919 0.22838669085007993 495070.72697098716
4.32 0.1605792029286 3.821557018539e-07 0.8394204149156982 93483.87829684497 0.22247835629399848 488682.684162769
4.34 0.1594120277619 3.776859632638e-07 0.8405875945521367 91486.40202783259 0.21675359356842414 482412.3731094363
4.36 0.1582580371204 3.732873182433e-07 0.8417415895922817 89542.32307874596 0.2112057893521771 476256.9960775384
4.38 0.1571170127418 3.689584092714e-07 0.8428826182997907 87649.91907372641 0.2058285996523749 470213.83613012364
4.4 0.1559887411559 3.646979067212e-07 0.8440108941461932 85807.53273410068 0.20061593764489283 464280.25439993624
4.42 0.1548730135567 3.605045083522e-07 0.8451266259387916 84013.56906160135 0.19556196211277202 458453.68746642536
4.44 0.1537696256774 3.563769388055e-07 0.8462300179456612 82266.4926581226 0.19066106645322875 452731.6448338174
4.46 0.15267837767 3.523139490989e-07 0.8473212700160508 80564.82517549332 0.18590786822080413 447111.7065041584
4.48 0.1515990739884 3.483143161265e-07 0.8484005776972838 78907.14288795384 0.18129719918089146 441591.5206428281
4.5 0.1505315232746 3.443768421598e-07 0.8494681323485578 77292.07438049573 0.17682409584456008 436168.8013318882
4.5200000000000005 0.1494755382489 3.405003543532e-07 0.8505241212507456 75718.29834757526 0.17248379046101492 430841.3264077819
4.54 0.1484309356034 3.366837042537e-07 0.8515687277128957 74184.54149594257 0.16827170244316736 425606.93537942815
4.5600000000000005 0.1473975358985 3.329257673164e-07 0.8526021311757327 72689.5765461506 0.16418343020466772 420463.5274241395
4.58 0.1463751634625 3.292254424232e-07 0.8536245073120575 71232.22032759951 0.16021474338540267 415409.05945747346
4.6000000000000005 0.1453636462943 3.255816514085e-07 0.8546360281240486 69811.3319624049 0.15636157544734108 410441.5442744621
4.62 0.1443628159694 3.219933385899e-07 0.8556368620372614 68425.811133555 0.1526200166203844 405559.0487586458
4.64 0.1433725075477 3.184594703058e-07 0.8566271739928296 67074.59643237898 0.1489863071811314 400759.6921568948
4.66 0.1423925594855 3.149790344588e-07 0.8576071255354656 65756.66378253452 0.1454568310471573 396041.6444167091
4.68 0.1414228135485 3.115510400657e-07 0.8585768749004599 64471.024935021436 0.1420281096707162 391403.1245839786
4.7 0.1404631147287 3.08174516815e-07 0.8595365770967832 63216.72603214396 0.13869679621736028 386842.3992582286
4.72 0.1395133111628 3.0484851463e-07 0.8604863839886854 61992.84623577431 0.13545967001391682 382357.78110333986
4.74 0.138573254054 3.015721032295e-07 0.8614264443738968 60798.49641543991 0.1323136312440963 377947.62739729224
4.76 0.1376427975949 2.983443717595e-07 0.8623569040607283 59632.81790804714 0.12925569594557695 373610.33871855924
4.78 0.1367217988933 2.951644282716e-07 0.8632779059422717 58494.981299372936 0.12628299109392013 369344.3574690241
4.8 0.1358101179007 2.920313994212e-07 0.8641895900679006 57384.18530390263 0.12339275009831774 365148.16672509833
4.82 0.1349076173413 2.889444300154e-07 0.86509209371427 56299.655660527926 0.12058230836395091 361020.2889251415
4.84 0.1340141626451 2.859026826296e-07 0.8659855514522173 55240.64409031118 0.11784909910926035 356959.28468253504
4.86 0.1331296218807 2.829053372013e-07 0.8668700952139629 54206.427296672024 0.11519064935514499 352963.7516283447
4.88 0.132253865692 2.799515907176e-07 0.8677458543564093 53196.306009631175 0.11260457612920503 349032.32329279766
4.9 0.1313867672357 2.770406567764e-07 0.8686129557236433 52209.60407079546 0.11008858278597496 345163.6680255609
4.92 0.1305282021204 2.74171765246e-07 0.8694715237078348 51245.66755765028 0.10764045552799952 341356.48795404396
4.94 0.1296780483479 2.713441619083e-07 0.8703216803079381 50303.863945247045 0.1052580600716085 337609.5179760491
4.96 0.1288361862564 2.685571081097e-07 0.8711635451864919 49383.58130370543 0.10293933846062264 333921.524787484
4.98 0.1280024984643 2.658098804191e-07 0.8719972357258196 48484.227529217074 0.10068230602036245 330291.30594330054
5.0 0.1271768698167 2.631017702921e-07 0.8728228670815298 47605.22960775687 0.09848504844485503 326717.6889492895
5.0200000000000005 0.1263591873323 2.604320837433e-07 0.8736405522356162 46746.032909299916 0.09634571901199532 323199.53038559726
5.04 0.1255493401531 2.578001410248e-07 0.874450402046759 45906.100511825076 0.09426253591946843 319735.71505842113
5.0600000000000005 0.124747219494 2.55205276311e-07 0.8752525253007236 45084.91255281489 0.09223377973608299 316325.15518080525
5.08 0.1239527185952 2.526468373918e-07 0.8760470287579627 44281.965608054554 0.0902577909638577 312966.7895803677
5.1000000000000005 0.1231657326747 2.501241853702e-07 0.8768340172011146 43496.77209542962 0.08833296770407151 309659.5829332592
5.12 0.1223861588829 2.476366943683e-07 0.8776135934804056 42728.85970343905 0.08645776342413615 306402.5250235607
5.14 0.121613896258 2.451837512387e-07 0.8783858585582488 41977.77084271859 0.08463068481928704 303194.6300266425
5.16 0.1208488456832 2.427647552822e-07 0.8791509115520447 41243.06211999337 0.08285028976524719 300034.9358159435
5.18 0.120090909844 2.403791179724e-07 0.8799088497768821 40524.30383289881 0.08111518535792371 296922.5032930036
5.2 0.1193399931881 2.380262626856e-07 0.8806597687856373 39821.07948546263 0.07942402603535618 293856.41573808045
5.22 0.1185960018847 2.357056244371e-07 0.8814037624096756 39132.985322410546 0.07777551177883857 290835.7781827134
5.24 0.1178588437864 2.334166496236e-07 0.8821409227969503 38459.62988247934 0.0761683863894133 287859.71680195956
5.26 0.1171284283912 2.311587957707e-07 0.8828713404500043 37800.63356905924 0.07460143583596246 284927.3783262178
5.28 0.116404666806 2.289315312871e-07 0.8835951042624687 37155.62823790076 0.07307348667225766 282037.92947168346
5.3 0.1156874717106 2.26734335223e-07 0.8843123015550648 36524.256800823736 0.07158340451907484 279190.55638904806
5.32 0.1149767573229 2.245666970352e-07 0.885023018110403 35906.17284498373 0.07013009260930868 276384.4641297088
5.34 0.1142724393654 2.224281163482e-07 0.8857273382064836 35301.04026700091 0.06871249038986058 273618.8761283924
5.36 0.1135744350316 2.203181027566e-07 0.8864253446502972 34708.532920955564 0.06732957219186085 270893.03370255814
5.38 0.1128826629543 2.182361755776e-07 0.8871171188095244 34128.3342802161 0.0659803459381851 268206.19556690165
5.4 0.1121970431743 2.161818636455e-07 0.8878027406438364 33560.13711212739 0.06466385191477192 265557.6373634279
5.42 0.1115174971095 2.141547051028e-07 0.8884822887357949 33003.64316492966 0.06337916158899741 262946.65120580606
5.44 0.1108439475255 2.121542471942e-07 0.8891558403202529 32458.56286680318 0.062125376475139014 260372.545237805
5.46 0.1101763185069 2.101800460678e-07 0.889823471313054 31924.615036282932 0.060901627046128844 257834.64320546464
5.48 0.1095145354283 2.082316665785e-07 0.8904852563400334 31401.52660322548 0.059707071688029426 255332.2840423219
5.5 0.1088585249276 2.063086820972e-07 0.8911412687637179 30889.032340721667 0.058540895696597366 252864.821467144
5.5200000000000005 0.1082082148787 2.044106743249e-07 0.8917915807106257 30386.874606620535 0.057402310313763014 250431.62359411494
5.54 0.1075635343657 2.025372331093e-07 0.8924362630970669 29894.803094878112 0.056290551801677476 248032.07255453622
5.5600000000000005 0.1069244136571 2.006879562678e-07 0.8930753856549437 29412.574595945436 0.05520488055388601 245665.56413035377
5.58 0.1062907841813 1.988624494129e-07 0.8937090169562506 28939.952766122322 0.054144580240825996 243331.50739819085
5.6000000000000005 0.1056625785024 1.970603257825e-07 0.8943372244372741 28476.707905305433 0.05310895698901689 241029.32438435027
5.62 0.105039730296 1.952812060742e-07 0.8949600744227939 28022.616742687806 0.052097338592229175 238758.4497302574
5.64 0.1044221743271 1.935247182829e-07 0.8955776321481818 27577.46223063059 0.05110907375307396 236518.33036725427
5.66 0.103809846427 1.917904975371e-07 0.8961899617825025 27141.033345595617 0.05014353135261869 234308.42520156773
5.68 0.1032026834715 1.900781859611e-07 0.8967971264503141 26713.12489645219 0.04920009975391903 232128.2048083791
5.7 0.1026006233597 1.88387432507e-07 0.8973991882528675 26293.537339668455 0.04827818612350348 229977.15113476606
5.72 0.1020036049931 1.867178928127e-07 0.8979962082890072 25882.076601062086 0.04737721578461961 227854.75721148858
5.74 0.1014115682552 1.850692290579e-07 0.8985882466755709 25478.553903876516 0.04649663159369191 225760.5268730224
5.76 0.1008244539917 1.834411098233e-07 0.8991753625671901 25082.78560299512 0.04563589334043996 223693.9744858415
5.78 0.1002422039912 1.818332099535e-07 0.8997576141755901 24694.59302500401 0.044794477170773124 221654.6246844826
5.8 0.09966476096617 1.802452104222e-07 0.9003350587886195 24313.802313830296 0.04397187503121273 219642.01211527272
5.82 0.09909206853464 1.786767982016e-07 0.9009077527885617 23940.244281850464 0.043167594134437486 217655.68118735478
5.84 0.0985240712021 1.771276661336e-07 0.9014757516702339 23573.75426612058 0.04238115644449673 215695.1858307645
5.86 0.09796071434398 1.755975128053e-07 0.9020391100585072 23214.17198966508 0.04161209818158247 213760.0892616342
